next_stop_distance,total_waiting_time,wifi_count,honks,rsi,Signal,bus_stop,Turn,zone_highway,zone_market_place,zone_normal_city,time_level_1,time_level_2,time_level_3,time_level_4,Population_density_dense,Population_density_medium,Population_density_sparse,Weekend/day_Week-day,Weekend/day_Week-end,Congestion
477.463800303,19,0,17,9.74290586486487,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
436.910437422,1,0,2,9.9162905,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
37.3869828289,6,0,2,8.28943171333333,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
134.985473656,12,0,11,9.21775553043478,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
16.4804804646,1,0,2,9.843269,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
231.51614189,1,0,2,9.3021775,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
17.546911605,1,0,2,10.9960785,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
259.317363731,1,0,2,9.883972,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
221.675183492,1,0,2,9.44583125,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
39.8937567524,2,0,4,8.20228262,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
325.211198456,2,0,2,8.91192133333333,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
250.195877148,3,0,1,7.555007925,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
556.598794222,3,0,5,8.2370586625,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
186.44745196,1,0,0,8.9119265,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
381.352593531,1,0,2,8.0655745,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
255.605502077,3,0,5,9.6804594,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
151.528858885,1,0,2,7.7914355,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
350.095716255,2,0,6,9.37480166666667,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
250.377129097,2,0,4,9.66011283333334,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
250.377129097,1,0,1,2.7372818,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
38.5171175502,49,8,0,9.66540012727273,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1
19.9009891237,1,0,0,9.8013765,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
428.83609658,140,3,0,9.65076274404763,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
846.446331611,4,0,0,8.4220672,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
59.3961985911,1,0,0,7.43350215,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
358.65449419,1,0,0,7.858475,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
861.37464073,4,0,0,8.4049510625,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1
454.73131368,4,0,0,9.37054783333333,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
1528.91439457,56,2,0,8.8610139,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
724.665351293,2,2,0,9.479947375,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
931.977119658,5,0,0,9.490720875,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1
195.638311314,17,3,0,9.55447245283019,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
986.531060997,1,0,0,8.279854,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
786.288922919,1,0,0,5.7910842,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0
245.511880076,2,0,0,9.36123666666666,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
206.56479199,1,0,0,8.1565475,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
239.499248919,2,7,0,8.94065475,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
175.405433285,5,3,0,9.45141773333334,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
51.371060864,2,0,0,7.9775851,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1391.12023996,2,0,0,10.174267,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
40.3538324806,1,0,0,8.342102,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
40.3538324806,1,0,0,9.1453555,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
232.138822569,1,0,2,8.4175185,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
349.235461557,2,0,2,8.95980833333333,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
155.338622477,12,8,12,9.46327278571428,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
338.65507883,2,0,2,9.499298,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
65.123320024,8,7,11,8.54800616521739,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
249.015802387,1,0,2,4.29709625,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
332.099241816,2,0,3,9.8727975,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
20.9175170374,13,11,13,9.06400529130435,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
153.820831883,18,8,8,8.86873511153847,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
279.095978886,1,0,2,8.636589,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
205.809254511,2,6,4,8.989972,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
359.463034433,17,18,13,9.1554897,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
322.687366172,1,0,2,9.66370375,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
298.133867548,1,0,0,6.44709775,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
439.312102314,1,0,2,9.291405,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
776.352948133,8,8,15,9.33904722,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
42.0677781224,4,40,5,8.958608625,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
60.2052554751,1,0,2,7.71362315,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
340.301968861,2,0,4,7.529869075,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
27.6819414413,1,23,2,10.335274,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
222.650242713,7,22,5,9.11438459375,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
46.3886287102,2,0,1,9.28381833333333,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
62.441206788,1,0,1,8.66771675,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
99.9720593974,169,19,109,9.73468011893204,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
266.94553317,2,6,1,10.3185168833333,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
1714.93765668,4,7,16,9.09627715,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
100.569572857,1,0,1,8.4294966,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
283.527587715,14,4,6,9.19701018148148,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
361.948520678,1,0,1,9.26027675,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
73.722169657,1,0,2,7.89079265,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
2248.87898192,1,0,2,8.0835345,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1016.83221472,1,5,1,9.3692165,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
123.949722344,1,0,0,9.7642595,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
123.949722344,1,0,0,9.67088325,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
147.48914791,12,10,32,8.88700816875,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
24.4623003174,22,10,26,8.75438470666667,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
1281.95378704,54,9,28,9.22267171111111,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
40.169659858,1,0,0,9.12979125,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
365.899962016,8,1,12,10.0964565625,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
870.402033197,4,11,2,8.81889114285715,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
1762.52087143,1,0,2,7.75193,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
116.344209876,2,2,2,7.36000384,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
88.4932026568,1,0,1,12.578644,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
741.515108547,3,0,5,8.83770146,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
648.274921808,1,0,1,8.6413805,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
423.083920504,3,9,5,8.8338714,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
27.1265774843,11,6,15,8.70912074117647,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
175.423987987,1,0,2,8.658142,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
207.953333734,3,20,6,8.84767916666667,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
362.648211376,4,36,6,9.86428315555556,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
481.550323233,7,60,17,8.17971982352941,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
41.6443495102,26,14,37,8.51675121621622,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
283.495737054,4,0,4,8.82892105,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
59.1510742014,1,0,2,8.7898175,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
680.198150804,2,0,0,8.8182068,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
393.505835343,1,0,2,8.8963625,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
255.425357209,1,0,1,8.36724075,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
156.713354703,2,9,4,9.29910057142857,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
493.827852069,2,9,5,9.25242963333333,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
395.370734871,5,6,6,9.15460890909091,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
548.066049138,6,6,11,9.1725486,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
548.066049138,1,0,2,9.4925155,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
137.108044011,1,0,0,8.123898,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
25.9493416797,3,4,0,8.123898,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1263.73434841,101,7,0,8.123898,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
53.2136902364,2,3,0,8.123898,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
367.057919749,2,1,0,8.123898,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
874.211697494,1,0,0,8.123898,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
1717.91468283,9,1,0,8.123898,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
238.335617111,1,0,0,8.123898,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
743.057639231,2,0,0,8.123898,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
650.910486303,2,0,0,8.123898,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
181.941990161,4,11,0,8.123898,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
246.594256366,1,0,0,8.123898,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
15.9794539876,30,19,0,8.123898,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
172.592273824,2,5,0,8.123898,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
216.854243213,2,18,0,8.123898,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
344.026649021,5,29,0,8.123898,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
37.7902214387,1,0,0,8.123898,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
491.822909946,2,0,0,8.123898,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
301.464461598,14,5,0,8.123898,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
650.705073139,2,0,0,8.123898,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
221.659469782,4,9,0,8.123898,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
176.665647603,2,0,0,8.123898,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
403.782097307,4,10,0,8.123898,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
491.507778261,1,9,0,8.123898,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
702.338971699,16,4,0,8.123898,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
23.7966820182,3,0,0,8.123898,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
298.957791644,1,0,0,8.123898,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
47.6846705314,2,7,0,8.123898,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
47.6846705314,12,7,0,8.123898,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
22.6150324773,26,0,50,7.51113433245283,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
32.8616182627,2,0,3,9.097875,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
37.5816777174,5,0,3,7.28181237142857,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
311.787020158,34,0,20,5.64402113076923,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
211.334817424,6,0,13,9.08584375,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
243.029700517,105,0,82,7.79171414380166,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
210.2300162,1,0,1,4.997406,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
265.135004029,11,0,5,5.31910943157895,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
397.407246414,1,0,2,8.564766,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
251.14825531,3,0,1,9.2167022,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
395.914509329,5,0,7,9.10714269230769,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
241.415936223,3,0,1,9.079517375,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
101.510620663,3,0,5,8.44452064444445,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
236.536596393,2,0,3,9.102661,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
165.046398861,1,0,1,9.14176925,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
283.144737953,137,0,55,2.92509090611099,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
543.340027675,11,0,15,6.84321957619048,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
372.672669725,2,0,2,5.145839725,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
198.52725442,6,0,14,8.32766498787879,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
115.894791154,2,0,5,8.29661316666667,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
68.3256770171,3,0,2,9.5578766,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
45.940362569,73,0,32,5.02221799727132,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
36.5139737818,33,0,11,1.03210467055814,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
107.602959483,3,0,0,-0.02293777625,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
113.927687315,2,0,0,-0.217163088666667,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
81.1349801082,1,0,2,6.39322665,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
128.638228541,1,0,2,1.26244352,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1676.09530156,1,0,0,2.6307373,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
209.551393404,1,0,0,3.7811508,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
62.2094478206,1,0,1,6.8505175,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
352.867555634,1,0,0,9.640961,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
2570.88584684,1,0,0,6.576378,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
403.712671996,11,0,0,7.97712192222222,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1
847.608771998,1,0,0,8.337311,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
37.0154964242,1,0,0,6.25077065,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
354.976081702,1,0,1,7.96382165,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
354.976081702,1,0,1,8.91671,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
227.382128952,110,6,0,9.14023116,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
344.825765768,7,2,0,7.88067478181818,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
407.462020596,30,5,0,1.41506217178,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
129.462400184,1,4,0,8.9191055,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
318.41320246,4,6,0,7.9090537875,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
33.3981746168,1,5,0,8.2032395,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
146.638478984,1,0,0,8.5803295,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
74.8197868813,1,0,0,0.41490171,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
72.2190603635,4,10,0,5.41851972666667,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
129.685073327,2,8,0,1.28918203916667,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
76.938460747,1,10,0,4.1247178,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
263.252015789,5,11,0,3.01190544705882,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
160.486378916,2,0,0,6.36369833333334,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
61.7992906379,1,0,0,10.12339,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
634.482292978,2,11,0,1.915591442,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
306.503306816,2,1,0,3.36974841666667,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
836.384279017,5,15,0,8.15435923333333,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
162.414160974,17,22,0,8.55354955263158,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
168.527488583,1,36,0,7.62623595,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
42.7741642372,48,26,0,9.20821440615385,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
33.3221287732,137,25,0,8.53318880693069,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
78.2083600412,2,0,0,8.568761,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
25.7636195338,1,0,0,9.931854,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
140.110527641,3,0,0,7.239975,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
47.8016827593,57,16,0,8.76101777352941,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3041.4587253,20,18,0,8.94022891777778,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
117.330161591,4,2,0,8.8655357,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
363.739449923,2,0,0,8.7443298,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
511.680667676,1,0,0,8.1338043,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
412.360116549,1,7,0,8.127823,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1
17.5453893019,75,2,0,8.29333668736842,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
17.5453893019,124,2,0,4.92477066455056,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
28.9152990914,96,0,0,8.30303350528571,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
46.8708976953,35,0,0,8.97508389206349,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
28.9662967529,1,0,0,8.1804885,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
210.030822372,7,0,0,9.06257513076923,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
323.96157809,3,0,0,8.7033272375,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
1038.21935112,2,0,0,9.30856316666667,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
645.448277569,0,0,0,9.939041,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
358.850247009,1,0,0,10.980507,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
283.239010165,3,0,0,8.39405673,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
379.03659874,1,0,0,9.9737545,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
519.559487259,1,0,0,8.834114,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
392.902960301,6,0,0,9.09561163888889,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
226.637228059,6,0,0,7.11020712,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
44.7704552661,2,0,0,9.93783857,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
51.7966052947,1,0,0,9.812141,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
48.1287592879,59,0,0,6.46803814680851,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
87.1141962303,257,0,0,9.33516216110063,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
15.1085771202,2,0,0,8.83494098461538,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
108.160490674,1,0,0,8.613838,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
79.8539728103,2,0,0,8.937459,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
72.1299385452,1,0,0,9.2578885,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
38.9473357561,4,0,0,8.6262157,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
24.130098298,6,0,0,9.10162807647059,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1516.11410529,1,0,0,9.6277925,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
288.364632219,1,0,0,5.3601228,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
2262.48456637,11,0,0,8.59283064444445,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
448.768173552,3,0,0,8.7088165,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
1335.49353407,1,0,0,11.502449,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
1335.49353407,1,0,0,7.140213,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
74.8816391671,1,0,0,8.2200013,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
49.5658093114,2,5,0,9.188057,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
428.042075499,10,7,0,9.04647748,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
848.561167923,5,12,0,9.40168675,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
74.2125277858,1,0,0,5.1877441,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
363.888614295,2,3,0,9.102661,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
863.270822592,16,10,0,5.72262916818182,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
1989.41082491,1,0,0,9.7283475,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1359.89361727,5,0,0,8.403453875,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
191.550613906,3,0,0,7.3772406,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
15.3104547535,1,0,0,9.1333847,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
199.896370115,1,0,0,9.9845275,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
39.6805286832,1,0,0,8.881996,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
128.299349053,72,12,0,9.36305641774193,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
78.07177005,1,0,0,8.6629255,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
211.357753044,11,23,0,9.33366626666667,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
365.633355695,7,40,0,5.37954622777778,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
27.0117969224,1,0,0,7.9877625,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
483.443758433,3,46,0,8.01888428,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
127.477117667,17,11,0,9.19517524230769,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
224.252418936,2,13,0,9.3895645,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
52.1172898584,1,21,0,10.37597635,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
90.7911541095,9,8,0,9.26564598148148,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
505.090208105,1,0,0,8.963402,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
427.109290409,4,0,0,8.96060344444445,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
248.291377566,11,9,0,9.00857301052632,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
168.265583656,1,0,0,8.6569365,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
166.630366991,11,9,0,6.94568345625,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
776.361162867,3,10,0,8.80919288181818,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
280.536465274,2,0,0,1.80194093333333,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
266.366000623,3,0,0,9.05677538333333,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
266.366000623,1,2,0,9.5715255,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
564.39495758,16,3,0,8.61424388444445,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
703.454730603,17,6,0,9.24900395813954,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
398.531812662,2,4,0,7.31459295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
254.195278348,18,6,0,8.9193142826087,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
416.829972431,7,4,0,8.15748423888889,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1250.10011665,1,0,0,7.65257275,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
17.0041436465,1,0,0,8.6306077,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
525.374582224,1,0,0,8.42111215,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
72.8290377235,176,20,0,9.15244151146246,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
30.007260459,1,0,0,7.9913557,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
